No,hour_A,PM2.5_A,PM10_A,SO2_A,NO2_A,CO_A,O3_A,TEMP_A,station_A,hour_C,PM2.5_C,PM10_C,SO2_C,NO2_C,CO_C,O3_C,TEMP_C,station_C,Date
177,8,310.0,337.0,88.0,137.0,4900.0,84.0,10.9,Aotizhongxin,8,79.0,159.0,46.0,84.0,1700.0,65.0,11.2,Changping,2013-03-08
178,9,326.0,371.0,144.0,149.0,5200.0,84.0,16.9,Aotizhongxin,9,85.0,182.0,66.0,87.0,2399.0,65.0,14.5,Changping,2013-03-08
180,11,219.0,362.0,83.0,160.0,3100.0,84.0,20.5,Aotizhongxin,11,207.0,264.0,63.0,96.0,2200.0,65.0,19.3,Changping,2013-03-08
181,12,104.0,194.0,37.0,101.0,1399.0,84.0,21.7,Aotizhongxin,12,179.0,222.0,43.0,76.0,1700.0,67.0,20.6,Changping,2013-03-08
182,13,121.0,225.0,40.0,96.0,1300.0,84.0,22.5,Aotizhongxin,13,153.0,202.0,37.0,75.0,1500.0,77.0,21.9,Changping,2013-03-08
183,14,184.0,348.0,49.0,104.0,1800.0,84.0,17.4,Aotizhongxin,14,159.0,244.0,40.0,88.0,1600.0,86.0,17.6,Changping,2013-03-08
184,15,330.0,508.0,102.0,139.0,3600.0,84.0,13.9,Aotizhongxin,15,443.0,653.0,80.0,141.0,4500.0,107.0,14.8,Changping,2013-03-08
185,16,172.0,284.0,84.0,84.0,1700.0,84.0,11.9,Aotizhongxin,16,289.0,438.0,83.0,86.0,2899.0,107.0,13.1,Changping,2013-03-08
186,17,114.0,181.0,68.0,68.0,1100.0,68.0,10.3,Aotizhongxin,17,173.0,252.0,73.0,65.0,1899.0,107.0,11.7,Changping,2013-03-08
187,18,82.0,128.0,55.0,63.0,900.0,68.0,9.3,Aotizhongxin,18,141.0,213.0,69.0,65.0,1500.0,107.0,10.4,Changping,2013-03-08
188,19,84.0,123.0,46.0,73.0,1100.0,68.0,8.0,Aotizhongxin,19,112.0,182.0,58.0,62.0,1399.0,107.0,9.4,Changping,2013-03-08
189,20,91.0,104.0,48.0,65.0,1000.0,68.0,7.9,Aotizhongxin,20,113.0,158.0,63.0,67.0,1300.0,107.0,8.6,Changping,2013-03-08
190,21,81.0,87.0,43.0,61.0,1100.0,68.0,7.2,Aotizhongxin,21,117.0,138.0,62.0,69.0,1100.0,107.0,7.6,Changping,2013-03-08
191,22,90.0,102.0,45.0,68.0,1399.0,68.0,6.3,Aotizhongxin,22,99.0,118.0,50.0,59.0,1300.0,107.0,6.8,Changping,2013-03-08
192,23,79.0,85.0,53.0,63.0,1500.0,68.0,5.7,Aotizhongxin,23,100.0,132.0,50.0,63.0,1600.0,107.0,5.6,Changping,2013-03-08
193,0,49.0,67.0,53.0,70.0,1600.0,68.0,3.6,Aotizhongxin,0,100.0,133.0,56.0,65.0,1700.0,107.0,4.3,Changping,2013-03-09
194,1,89.0,91.0,54.0,84.0,1899.0,68.0,2.1,Aotizhongxin,1,96.0,103.0,53.0,50.0,1700.0,107.0,3.9,Changping,2013-03-09
195,2,89.0,97.0,44.0,97.0,2299.0,68.0,1.4,Aotizhongxin,2,102.0,132.0,36.0,51.0,1800.0,107.0,3.0,Changping,2013-03-09
196,3,98.0,125.0,42.0,94.0,2299.0,68.0,1.1,Aotizhongxin,3,107.0,128.0,28.0,43.0,1500.0,107.0,2.4,Changping,2013-03-09
197,4,97.0,118.0,52.0,97.0,2399.0,68.0,1.8,Aotizhongxin,4,97.0,112.0,33.0,40.0,1399.0,107.0,1.9,Changping,2013-03-09
198,5,102.0,123.0,52.0,93.0,2500.0,68.0,3.2,Aotizhongxin,5,104.0,123.0,51.0,73.0,1700.0,107.0,2.0,Changping,2013-03-09
199,6,110.0,153.0,44.0,83.0,2600.0,68.0,2.8,Aotizhongxin,6,106.0,128.0,62.0,87.0,1700.0,107.0,1.8,Changping,2013-03-09
200,7,108.0,143.0,51.0,85.0,2100.0,68.0,4.6,Aotizhongxin,7,104.0,131.0,65.0,83.0,1899.0,107.0,6.0,Changping,2013-03-09
201,8,104.0,139.0,70.0,82.0,2100.0,68.0,8.4,Aotizhongxin,8,116.0,162.0,82.0,91.0,2200.0,107.0,14.2,Changping,2013-03-09
202,9,113.0,166.0,108.0,86.0,1899.0,68.0,16.3,Aotizhongxin,9,142.0,366.0,86.0,63.0,1700.0,107.0,16.8,Changping,2013-03-09
203,10,145.0,272.0,122.0,86.0,2200.0,68.0,16.7,Aotizhongxin,10,106.0,579.0,34.0,26.0,900.0,107.0,14.4,Changping,2013-03-09
204,11,69.0,587.0,50.0,21.0,400.0,68.0,14.3,Aotizhongxin,11,28.0,305.0,8.0,11.0,400.0,107.0,12.9,Changping,2013-03-09
206,13,49.0,628.0,4.0,7.0,300.0,76.0,10.3,Aotizhongxin,13,20.0,438.0,3.0,4.0,300.0,107.0,9.6,Changping,2013-03-09
207,14,47.0,662.0,3.0,6.0,300.0,81.0,10.5,Aotizhongxin,14,21.0,360.0,3.0,5.0,300.0,107.0,10.3,Changping,2013-03-09
208,15,28.0,443.0,3.0,8.0,300.0,81.0,10.2,Aotizhongxin,15,22.0,260.0,4.0,7.0,300.0,97.0,10.3,Changping,2013-03-09
209,16,21.0,263.0,3.0,9.0,300.0,81.0,10.5,Aotizhongxin,16,9.0,191.0,8.0,8.0,300.0,94.0,9.2,Changping,2013-03-09
210,17,14.0,251.0,4.0,9.0,300.0,81.0,8.6,Aotizhongxin,17,13.0,196.0,3.0,7.0,300.0,94.0,7.7,Changping,2013-03-09
211,18,17.0,205.0,4.0,10.0,300.0,81.0,7.4,Aotizhongxin,18,15.0,110.0,6.0,9.0,300.0,94.0,6.6,Changping,2013-03-09
212,19,15.0,107.0,5.0,10.0,400.0,81.0,6.4,Aotizhongxin,19,13.0,83.0,17.0,13.0,400.0,94.0,5.7,Changping,2013-03-09
213,20,18.0,104.0,4.0,7.0,400.0,82.0,5.6,Aotizhongxin,20,12.0,64.0,13.0,10.0,300.0,94.0,5.0,Changping,2013-03-09
214,21,12.0,58.0,4.0,8.0,400.0,82.0,4.8,Aotizhongxin,21,8.0,55.0,18.0,12.0,300.0,94.0,4.8,Changping,2013-03-09
215,22,11.0,34.0,6.0,8.0,300.0,82.0,3.8,Aotizhongxin,22,14.0,29.0,3.0,7.0,400.0,94.0,3.8,Changping,2013-03-09
216,23,6.0,19.0,8.0,10.0,400.0,82.0,0.8,Aotizhongxin,23,8.0,22.0,3.0,8.0,400.0,94.0,3.4,Changping,2013-03-09
217,0,11.0,15.0,6.0,16.0,400.0,82.0,-0.5,Aotizhongxin,0,12.0,20.0,3.0,10.0,500.0,94.0,4.4,Changping,2013-03-10
218,1,11.0,16.0,10.0,25.0,400.0,82.0,-0.2,Aotizhongxin,1,13.0,19.0,7.0,14.0,500.0,94.0,4.9,Changping,2013-03-10
219,2,6.0,18.0,14.0,41.0,400.0,82.0,-2.1,Aotizhongxin,2,10.0,11.0,8.0,15.0,600.0,94.0,4.5,Changping,2013-03-10
221,4,18.0,63.0,17.0,76.0,500.0,82.0,-1.3,Aotizhongxin,4,3.0,8.0,11.0,24.0,400.0,94.0,4.7,Changping,2013-03-10
222,5,21.0,35.0,18.0,80.0,700.0,82.0,-1.8,Aotizhongxin,5,3.0,14.0,19.0,19.0,300.0,94.0,4.3,Changping,2013-03-10
223,6,18.0,21.0,21.0,73.0,800.0,82.0,-2.0,Aotizhongxin,6,10.0,13.0,22.0,20.0,300.0,94.0,3.6,Changping,2013-03-10
224,7,24.0,46.0,21.0,82.0,1500.0,82.0,3.5,Aotizhongxin,7,12.0,18.0,27.0,43.0,500.0,94.0,5.7,Changping,2013-03-10
225,8,31.0,74.0,33.0,84.0,1300.0,82.0,5.3,Aotizhongxin,8,20.0,46.0,31.0,67.0,1100.0,94.0,8.0,Changping,2013-03-10
226,9,26.0,75.0,34.0,69.0,900.0,82.0,6.8,Aotizhongxin,9,16.0,17.0,14.0,31.0,600.0,94.0,9.4,Changping,2013-03-10
227,10,27.0,63.0,28.0,55.0,700.0,82.0,8.3,Aotizhongxin,10,6.0,10.0,9.0,16.0,400.0,94.0,10.6,Changping,2013-03-10
228,11,30.0,59.0,20.0,40.0,800.0,82.0,9.8,Aotizhongxin,11,12.0,32.0,14.0,25.0,400.0,94.0,10.4,Changping,2013-03-10
229,12,28.0,56.0,21.0,34.0,700.0,82.0,10.4,Aotizhongxin,12,21.0,48.0,12.0,24.0,400.0,94.0,11.3,Changping,2013-03-10
230,13,34.0,52.0,20.0,30.0,600.0,82.0,11.2,Aotizhongxin,13,20.0,36.0,11.0,20.0,500.0,94.0,12.1,Changping,2013-03-10
231,14,28.0,54.0,17.0,28.0,500.0,82.0,11.4,Aotizhongxin,14,22.0,37.0,12.0,19.0,400.0,92.0,11.9,Changping,2013-03-10
232,15,37.0,71.0,17.0,27.0,500.0,82.0,11.3,Aotizhongxin,15,27.0,45.0,11.0,19.0,400.0,103.0,11.7,Changping,2013-03-10
233,16,36.0,94.0,18.0,26.0,500.0,84.0,10.4,Aotizhongxin,16,40.0,69.0,13.0,22.0,400.0,103.0,10.9,Changping,2013-03-10
234,17,38.0,117.0,25.0,33.0,500.0,84.0,9.1,Aotizhongxin,17,41.0,75.0,30.0,28.0,500.0,103.0,9.5,Changping,2013-03-10
235,18,44.0,106.0,27.0,34.0,600.0,84.0,8.2,Aotizhongxin,18,47.0,82.0,58.0,44.0,500.0,103.0,8.8,Changping,2013-03-10
236,19,60.0,102.0,28.0,39.0,700.0,84.0,7.7,Aotizhongxin,19,51.0,102.0,30.0,44.0,600.0,103.0,7.2,Changping,2013-03-10
237,20,70.0,115.0,33.0,61.0,800.0,84.0,7.4,Aotizhongxin,20,69.0,118.0,29.0,73.0,900.0,103.0,5.8,Changping,2013-03-10
238,21,64.0,114.0,28.0,62.0,800.0,84.0,6.5,Aotizhongxin,21,80.0,118.0,35.0,68.0,1100.0,103.0,4.7,Changping,2013-03-10
239,22,70.0,123.0,31.0,60.0,900.0,84.0,5.9,Aotizhongxin,22,95.0,131.0,42.0,81.0,1300.0,103.0,4.2,Changping,2013-03-10
240,23,81.0,140.0,46.0,62.0,1000.0,84.0,3.0,Aotizhongxin,23,93.0,127.0,41.0,73.0,1300.0,103.0,2.3,Changping,2013-03-10
241,0,90.0,147.0,55.0,69.0,1100.0,84.0,0.3,Aotizhongxin,0,79.0,107.0,34.0,53.0,1100.0,103.0,1.6,Changping,2013-03-11
242,1,95.0,156.0,57.0,78.0,1100.0,84.0,-0.7,Aotizhongxin,1,69.0,89.0,26.0,38.0,1000.0,103.0,0.5,Changping,2013-03-11
243,2,95.0,140.0,53.0,76.0,1100.0,84.0,-1.7,Aotizhongxin,2,91.0,137.0,36.0,81.0,2100.0,103.0,0.1,Changping,2013-03-11
244,3,96.0,138.0,56.0,78.0,1100.0,84.0,-2.1,Aotizhongxin,3,78.0,102.0,34.0,58.0,1200.0,103.0,-1.4,Changping,2013-03-11
245,4,97.0,140.0,55.0,80.0,1100.0,84.0,-1.6,Aotizhongxin,4,76.0,98.0,32.0,59.0,1300.0,103.0,-2.0,Changping,2013-03-11
246,5,106.0,146.0,49.0,76.0,1200.0,84.0,-2.3,Aotizhongxin,5,91.0,141.0,31.0,83.0,2299.0,103.0,-1.8,Changping,2013-03-11
247,6,114.0,147.0,40.0,76.0,1600.0,84.0,-2.1,Aotizhongxin,6,98.0,164.0,37.0,78.0,2100.0,103.0,-1.7,Changping,2013-03-11
248,7,112.0,155.0,62.0,77.0,2100.0,84.0,1.3,Aotizhongxin,7,83.0,109.0,34.0,73.0,1399.0,103.0,-0.2,Changping,2013-03-11
249,8,113.0,184.0,71.0,77.0,2600.0,84.0,3.1,Aotizhongxin,8,114.0,173.0,53.0,79.0,2299.0,103.0,2.7,Changping,2013-03-11
250,9,120.0,196.0,96.0,89.0,2500.0,84.0,4.6,Aotizhongxin,9,120.0,186.0,67.0,82.0,2100.0,103.0,4.9,Changping,2013-03-11
251,10,141.0,205.0,102.0,97.0,2500.0,84.0,6.7,Aotizhongxin,10,125.0,180.0,96.0,85.0,1800.0,103.0,6.3,Changping,2013-03-11
252,11,140.0,198.0,96.0,105.0,2299.0,84.0,7.6,Aotizhongxin,11,117.0,153.0,70.0,66.0,1399.0,103.0,6.8,Changping,2013-03-11
253,12,149.0,207.0,99.0,118.0,2200.0,84.0,9.7,Aotizhongxin,12,129.0,153.0,78.0,70.0,1500.0,103.0,8.3,Changping,2013-03-11
254,13,150.0,189.0,114.0,124.0,2100.0,84.0,11.3,Aotizhongxin,13,128.0,153.0,75.0,74.0,1399.0,103.0,9.0,Changping,2013-03-11
255,14,114.0,151.0,99.0,80.0,1100.0,84.0,11.4,Aotizhongxin,14,150.0,181.0,85.0,97.0,1700.0,103.0,9.8,Changping,2013-03-11
256,15,106.0,133.0,96.0,69.0,1000.0,84.0,10.7,Aotizhongxin,15,152.0,170.0,89.0,102.0,1600.0,103.0,10.0,Changping,2013-03-11
257,16,113.0,162.0,109.0,76.0,1100.0,76.0,10.4,Aotizhongxin,16,150.0,172.0,103.0,105.0,1500.0,96.0,10.0,Changping,2013-03-11
258,17,132.0,198.0,148.0,90.0,1700.0,76.0,9.7,Aotizhongxin,17,148.0,173.0,119.0,105.0,1500.0,75.0,9.8,Changping,2013-03-11
259,18,149.0,253.0,161.0,100.0,2100.0,71.0,9.7,Aotizhongxin,18,148.0,187.0,131.0,96.0,1700.0,72.0,9.7,Changping,2013-03-11
260,19,144.0,233.0,90.0,98.0,1500.0,51.0,9.6,Aotizhongxin,19,155.0,222.0,160.0,115.0,2000.0,47.0,9.5,Changping,2013-03-11
261,20,156.0,214.0,103.0,116.0,1899.0,47.0,9.8,Aotizhongxin,20,169.0,233.0,164.0,118.0,2299.0,47.0,9.4,Changping,2013-03-11
262,21,174.0,246.0,124.0,121.0,2200.0,47.0,9.6,Aotizhongxin,21,174.0,223.0,146.0,111.0,2200.0,47.0,9.4,Changping,2013-03-11
263,22,152.0,196.0,88.0,109.0,1600.0,47.0,9.3,Aotizhongxin,22,172.0,223.0,115.0,104.0,2000.0,47.0,9.2,Changping,2013-03-11
264,23,113.0,145.0,62.0,97.0,1300.0,47.0,8.6,Aotizhongxin,23,159.0,202.0,84.0,104.0,1700.0,47.0,8.8,Changping,2013-03-11
265,0,89.0,124.0,50.0,80.0,1100.0,47.0,6.3,Aotizhongxin,0,150.0,189.0,74.0,102.0,1600.0,47.0,8.3,Changping,2013-03-12
266,1,106.0,161.0,56.0,91.0,1600.0,47.0,4.8,Aotizhongxin,1,132.0,168.0,64.0,94.0,1500.0,42.0,7.7,Changping,2013-03-12
267,2,125.0,159.0,56.0,86.0,1899.0,47.0,5.3,Aotizhongxin,2,123.0,157.0,58.0,84.0,1600.0,42.0,7.7,Changping,2013-03-12
269,4,112.0,140.0,68.0,81.0,1399.0,47.0,4.3,Aotizhongxin,4,130.0,154.0,65.0,82.0,1600.0,42.0,6.2,Changping,2013-03-12
270,5,140.0,237.0,34.0,74.0,2100.0,47.0,4.7,Aotizhongxin,5,126.0,164.0,54.0,84.0,1899.0,42.0,5.3,Changping,2013-03-12
271,6,146.0,165.0,22.0,66.0,2100.0,47.0,4.1,Aotizhongxin,6,124.0,168.0,56.0,85.0,1800.0,42.0,3.4,Changping,2013-03-12
272,7,115.0,121.0,21.0,77.0,2100.0,47.0,3.5,Aotizhongxin,7,124.0,125.0,17.0,82.0,1800.0,42.0,3.1,Changping,2013-03-12
273,8,120.0,122.0,17.0,78.0,1600.0,47.0,3.1,Aotizhongxin,8,100.0,106.0,16.0,81.0,1700.0,42.0,2.7,Changping,2013-03-12
274,9,116.0,90.0,16.0,76.0,1600.0,47.0,3.4,Aotizhongxin,9,122.0,106.0,17.0,75.0,1700.0,42.0,3.1,Changping,2013-03-12
275,10,123.0,94.0,16.0,71.0,1700.0,47.0,3.7,Aotizhongxin,10,129.0,102.0,16.0,74.0,1700.0,42.0,3.6,Changping,2013-03-12
276,11,130.0,104.0,16.0,69.0,1800.0,47.0,4.4,Aotizhongxin,11,119.0,137.0,16.0,83.0,2200.0,42.0,3.8,Changping,2013-03-12
277,12,132.0,87.0,14.0,75.0,1600.0,47.0,4.8,Aotizhongxin,12,150.0,138.0,20.0,81.0,1899.0,42.0,4.4,Changping,2013-03-12
278,13,129.0,84.0,15.0,68.0,1500.0,47.0,5.3,Aotizhongxin,13,136.0,107.0,35.0,78.0,1600.0,34.0,5.0,Changping,2013-03-12
279,14,139.0,102.0,15.0,67.0,1600.0,47.0,5.6,Aotizhongxin,14,128.0,139.0,45.0,80.0,1899.0,34.0,5.3,Changping,2013-03-12
280,15,135.0,93.0,15.0,63.0,1600.0,39.0,6.4,Aotizhongxin,15,156.0,167.0,34.0,85.0,2000.0,34.0,6.3,Changping,2013-03-12
281,16,133.0,102.0,17.0,63.0,1500.0,28.0,6.6,Aotizhongxin,16,180.0,188.0,39.0,88.0,2299.0,32.0,6.7,Changping,2013-03-12
282,17,141.0,107.0,19.0,70.0,1600.0,21.0,6.4,Aotizhongxin,17,210.0,188.0,45.0,96.0,2299.0,29.0,6.6,Changping,2013-03-12
283,18,124.0,131.0,21.0,79.0,1800.0,20.0,5.8,Aotizhongxin,18,201.0,174.0,40.0,95.0,2200.0,10.0,5.5,Changping,2013-03-12
284,19,137.0,140.0,20.0,75.0,2000.0,12.0,3.3,Aotizhongxin,19,203.0,177.0,72.0,95.0,2299.0,8.0,4.0,Changping,2013-03-12
285,20,160.0,140.0,17.0,74.0,1800.0,12.0,2.9,Aotizhongxin,20,185.0,192.0,33.0,98.0,2600.0,8.0,4.6,Changping,2013-03-12
286,21,140.0,101.0,16.0,68.0,1700.0,12.0,3.6,Aotizhongxin,21,203.0,193.0,51.0,91.0,2799.0,8.0,5.6,Changping,2013-03-12
287,22,88.0,31.0,16.0,63.0,1100.0,12.0,1.9,Aotizhongxin,22,47.0,47.0,42.0,31.0,700.0,45.0,5.0,Changping,2013-03-12
288,23,50.0,50.0,30.0,54.0,800.0,17.0,3.8,Aotizhongxin,23,9.0,9.0,45.0,16.0,400.0,68.0,4.3,Changping,2013-03-12
289,0,22.0,22.0,28.0,21.0,400.0,56.0,3.4,Aotizhongxin,0,3.0,6.0,37.0,12.0,300.0,74.0,3.0,Changping,2013-03-13
290,1,10.0,10.0,16.0,14.0,300.0,68.0,2.7,Aotizhongxin,1,13.0,6.0,12.0,6.0,400.0,79.0,2.6,Changping,2013-03-13
291,2,10.0,10.0,12.0,16.0,300.0,68.0,2.8,Aotizhongxin,2,8.0,8.0,7.0,7.0,400.0,79.0,2.5,Changping,2013-03-13
292,3,7.0,7.0,11.0,15.0,300.0,69.0,2.4,Aotizhongxin,3,6.0,6.0,5.0,7.0,300.0,80.0,1.6,Changping,2013-03-13
293,4,11.0,11.0,11.0,16.0,400.0,69.0,0.3,Aotizhongxin,4,7.0,11.0,13.0,34.0,400.0,80.0,2.0,Changping,2013-03-13
294,5,3.0,6.0,13.0,20.0,400.0,69.0,-0.9,Aotizhongxin,5,3.0,8.0,19.0,38.0,400.0,80.0,0.0,Changping,2013-03-13
295,6,3.0,6.0,17.0,24.0,500.0,69.0,0.8,Aotizhongxin,6,3.0,10.0,17.0,30.0,500.0,80.0,0.6,Changping,2013-03-13
296,7,3.0,8.0,21.0,40.0,600.0,69.0,3.7,Aotizhongxin,7,3.0,8.0,18.0,37.0,600.0,80.0,3.3,Changping,2013-03-13
297,8,8.0,18.0,35.0,62.0,700.0,69.0,4.8,Aotizhongxin,8,3.0,6.0,10.0,22.0,400.0,80.0,4.5,Changping,2013-03-13
298,9,20.0,24.0,27.0,43.0,600.0,69.0,5.5,Aotizhongxin,9,8.0,6.0,9.0,13.0,300.0,80.0,5.5,Changping,2013-03-13
299,10,16.0,25.0,22.0,32.0,500.0,69.0,6.4,Aotizhongxin,10,3.0,6.0,16.0,12.0,300.0,81.0,6.3,Changping,2013-03-13
300,11,14.0,6.0,14.0,26.0,400.0,69.0,6.6,Aotizhongxin,11,3.0,6.0,6.0,10.0,300.0,85.0,7.4,Changping,2013-03-13
301,12,12.0,6.0,10.0,19.0,400.0,71.0,7.6,Aotizhongxin,12,3.0,6.0,7.0,10.0,300.0,85.0,8.2,Changping,2013-03-13
302,13,17.0,6.0,11.0,24.0,400.0,71.0,8.5,Aotizhongxin,13,3.0,6.0,9.0,11.0,300.0,85.0,9.2,Changping,2013-03-13
303,14,15.0,6.0,10.0,19.0,400.0,77.0,9.5,Aotizhongxin,14,14.0,6.0,8.0,11.0,300.0,88.0,9.6,Changping,2013-03-13
304,15,3.0,9.0,11.0,24.0,400.0,77.0,9.7,Aotizhongxin,15,3.0,9.0,6.0,11.0,300.0,90.0,10.0,Changping,2013-03-13
305,16,3.0,6.0,11.0,26.0,400.0,77.0,9.1,Aotizhongxin,16,3.0,6.0,8.0,11.0,300.0,92.0,8.2,Changping,2013-03-13
306,17,3.0,11.0,12.0,37.0,500.0,77.0,7.1,Aotizhongxin,17,17.0,22.0,8.0,19.0,300.0,92.0,7.1,Changping,2013-03-13
307,18,23.0,38.0,12.0,52.0,600.0,77.0,6.1,Aotizhongxin,18,17.0,24.0,11.0,25.0,400.0,92.0,6.1,Changping,2013-03-13
308,19,31.0,59.0,15.0,64.0,700.0,77.0,5.5,Aotizhongxin,19,26.0,39.0,9.0,35.0,500.0,92.0,5.3,Changping,2013-03-13
309,20,37.0,47.0,16.0,64.0,700.0,77.0,5.0,Aotizhongxin,20,42.0,48.0,16.0,45.0,700.0,92.0,4.4,Changping,2013-03-13
310,21,35.0,39.0,16.0,67.0,700.0,77.0,4.8,Aotizhongxin,21,38.0,49.0,15.0,52.0,700.0,92.0,3.5,Changping,2013-03-13
311,22,37.0,39.0,18.0,67.0,700.0,77.0,4.0,Aotizhongxin,22,39.0,58.0,19.0,67.0,800.0,92.0,1.5,Changping,2013-03-13
312,23,42.0,45.0,21.0,74.0,800.0,77.0,2.9,Aotizhongxin,23,50.0,64.0,25.0,75.0,1000.0,92.0,1.4,Changping,2013-03-13
313,0,62.0,113.0,19.0,71.0,1100.0,77.0,2.5,Aotizhongxin,0,54.0,64.0,24.0,73.0,1100.0,92.0,2.5,Changping,2013-03-14
314,1,71.0,88.0,11.0,67.0,1399.0,77.0,1.6,Aotizhongxin,1,61.0,77.0,31.0,83.0,1100.0,92.0,1.4,Changping,2013-03-14
315,2,60.0,66.0,10.0,65.0,1399.0,77.0,1.3,Aotizhongxin,2,76.0,112.0,31.0,77.0,1500.0,92.0,0.6,Changping,2013-03-14
317,4,49.0,53.0,12.0,57.0,1200.0,77.0,-0.5,Aotizhongxin,4,73.0,75.0,21.0,69.0,1500.0,92.0,-0.4,Changping,2013-03-14
318,5,72.0,77.0,12.0,67.0,1500.0,77.0,-0.8,Aotizhongxin,5,58.0,66.0,25.0,54.0,1399.0,92.0,-0.8,Changping,2013-03-14
319,6,73.0,75.0,10.0,64.0,1600.0,77.0,-0.8,Aotizhongxin,6,56.0,66.0,28.0,52.0,1300.0,92.0,-1.6,Changping,2013-03-14
320,7,69.0,77.0,10.0,55.0,1399.0,77.0,-0.4,Aotizhongxin,7,56.0,71.0,27.0,56.0,1399.0,92.0,-0.5,Changping,2013-03-14
321,8,72.0,81.0,11.0,54.0,1500.0,77.0,0.5,Aotizhongxin,8,80.0,88.0,41.0,60.0,1600.0,92.0,1.1,Changping,2013-03-14
322,9,84.0,95.0,22.0,57.0,1500.0,77.0,2.2,Aotizhongxin,9,98.0,121.0,58.0,67.0,1800.0,92.0,2.1,Changping,2013-03-14
323,10,101.0,117.0,57.0,61.0,1600.0,77.0,3.9,Aotizhongxin,10,112.0,131.0,61.0,66.0,1800.0,92.0,3.5,Changping,2013-03-14
324,11,111.0,112.0,67.0,66.0,1600.0,77.0,5.5,Aotizhongxin,11,117.0,134.0,68.0,61.0,1500.0,92.0,4.8,Changping,2013-03-14
325,12,97.0,125.0,61.0,77.0,1700.0,77.0,7.2,Aotizhongxin,12,97.0,111.0,51.0,48.0,1300.0,92.0,5.9,Changping,2013-03-14
326,13,104.0,117.0,65.0,78.0,1399.0,77.0,8.7,Aotizhongxin,13,100.0,115.0,43.0,49.0,1300.0,92.0,6.9,Changping,2013-03-14
327,14,108.0,115.0,111.0,60.0,900.0,74.0,9.9,Aotizhongxin,14,110.0,131.0,43.0,61.0,1399.0,92.0,8.0,Changping,2013-03-14
328,15,105.0,112.0,116.0,56.0,1000.0,74.0,9.3,Aotizhongxin,15,144.0,153.0,46.0,81.0,1500.0,92.0,8.2,Changping,2013-03-14
329,16,105.0,115.0,112.0,60.0,1000.0,64.0,8.6,Aotizhongxin,16,158.0,160.0,53.0,87.0,1500.0,86.0,8.3,Changping,2013-03-14
330,17,106.0,126.0,113.0,66.0,1000.0,52.0,7.6,Aotizhongxin,17,152.0,157.0,64.0,87.0,1399.0,77.0,7.8,Changping,2013-03-14
331,18,115.0,136.0,99.0,74.0,1100.0,52.0,6.8,Aotizhongxin,18,147.0,152.0,65.0,91.0,1399.0,62.0,7.3,Changping,2013-03-14
332,19,119.0,137.0,74.0,78.0,1100.0,52.0,6.2,Aotizhongxin,19,160.0,169.0,68.0,109.0,1500.0,50.0,6.5,Changping,2013-03-14
333,20,115.0,118.0,74.0,97.0,1200.0,52.0,5.9,Aotizhongxin,20,162.0,173.0,75.0,109.0,1600.0,50.0,3.9,Changping,2013-03-14
334,21,119.0,130.0,61.0,102.0,1399.0,52.0,3.5,Aotizhongxin,21,175.0,179.0,61.0,108.0,1800.0,50.0,3.2,Changping,2013-03-14
335,22,140.0,158.0,54.0,100.0,1600.0,52.0,1.4,Aotizhongxin,22,158.0,161.0,68.0,95.0,1899.0,50.0,3.4,Changping,2013-03-14
336,23,162.0,179.0,54.0,97.0,1700.0,52.0,1.6,Aotizhongxin,23,132.0,146.0,58.0,79.0,1700.0,50.0,1.6,Changping,2013-03-14
337,0,165.0,176.0,46.0,91.0,1700.0,52.0,2.3,Aotizhongxin,0,127.0,142.0,57.0,72.0,1600.0,50.0,0.9,Changping,2013-03-15
338,1,180.0,211.0,42.0,80.0,2700.0,52.0,2.4,Aotizhongxin,1,128.0,140.0,49.0,80.0,1800.0,50.0,0.2,Changping,2013-03-15
339,2,183.0,218.0,44.0,85.0,2700.0,52.0,2.0,Aotizhongxin,2,162.0,168.0,42.0,84.0,2399.0,50.0,0.1,Changping,2013-03-15
340,3,182.0,200.0,42.0,87.0,2500.0,52.0,1.5,Aotizhongxin,3,136.0,137.0,40.0,75.0,1899.0,50.0,-0.3,Changping,2013-03-15
341,4,173.0,189.0,36.0,82.0,2399.0,52.0,1.0,Aotizhongxin,4,130.0,131.0,42.0,68.0,1500.0,50.0,-0.3,Changping,2013-03-15
342,5,166.0,177.0,33.0,80.0,2200.0,52.0,0.7,Aotizhongxin,5,128.0,133.0,42.0,71.0,1600.0,50.0,-0.2,Changping,2013-03-15
343,6,163.0,170.0,37.0,79.0,2100.0,52.0,0.6,Aotizhongxin,6,128.0,132.0,42.0,71.0,1600.0,50.0,-0.3,Changping,2013-03-15
344,7,137.0,156.0,43.0,75.0,1899.0,52.0,2.4,Aotizhongxin,7,130.0,136.0,42.0,67.0,1500.0,50.0,1.6,Changping,2013-03-15
345,8,164.0,174.0,71.0,70.0,2100.0,52.0,4.2,Aotizhongxin,8,132.0,151.0,55.0,63.0,1600.0,50.0,3.9,Changping,2013-03-15
346,9,172.0,185.0,117.0,75.0,2200.0,52.0,6.4,Aotizhongxin,9,145.0,174.0,79.0,75.0,2100.0,50.0,6.2,Changping,2013-03-15
347,10,173.0,186.0,118.0,75.0,2000.0,4.0,8.1,Aotizhongxin,10,145.0,174.0,80.0,75.0,2700.0,10.0,7.6,Changping,2013-03-15
